title,local,company_name,salary,description 
Data Scientist, Boston MA, Analysis Group,$115.000,Overview Analysis Group is one of the largest economics consulting firms with more than 850 professionals across 14 offices in North America Europe and Asia Since 1981 we have provided expertise in economics finance health care analytics and strategy to top law firms Fortune Global 500 companies and government agencies worldwide Our internal experts together with our network of affiliated experts from academia industry and government offer our clients exceptional breadth and depth of expertise We are currently seeking a Data Scientist to join our team The ideal candidate should be passionate about working on cutting edge research and analytical services for Fortune 500 companies global pharmabiotech firms and leaders in industries such as finance energy and life sciences The Data Scientist will be a contributing member to client engagements and have the opportunity to work with our network of worldclass experts and thought leaders Job Functions and Responsibilities The candidate Data Scientist will help develop maintain and teach new tools and methodologies related to data science and high performance computing This position will also help Analysis Group in maintaining our leadership position in terms of advancing methodology and data analytics The Data Scientist will be responsible for staying abreast of new developments in technology relating to data science to share more broadly with Analysis Group Key responsibilities for this position will include Working with project teams to address data sciencecomputing challenges Identifying opportunities for technology to enhance service offerings Acting as a resource and participating in client engagements and research as part of the project team Maintaining uptodate knowledge of computing tools providing technical training and helping to grow the inhouse knowledge base specifically in a Linux environment Presenting research at selected conferences Examples of activities for the Data Scientist will include Optimizing procedures for managing and accessing large databases eg insurance claims electronic health records financial transactions Creating interactive analytics portals and data visualizations eg using RShiny PythonFlask D3 Building and maintaining high performance computing HPC tools on grid and cloud computing environments Developing and reviewing macros and packages in SAS R Python and other Object Oriented Languages Establishing optimized procedures for repetitive or computationally intensive tasks C C CudaC Using natural language processing methodologies to work with EMR data social media data and other unstructured data Qualifications Strong credentials and experience in database management and data visualization Significant experience working within a Linux environment required Background in StatisticsEconometrics or Biostatistics Ideally PhD in Computer Science Mathematics Statistics Economics or other relevant scientific degree with relevant experience Other candidates with at least one year of experience in the field may also be considered Excellent written and verbal communication skills Project experience with R andor SAS Familiar with onlinecloud computingstorage eg AWS Demonstrated experience working on project teams and collaborating with others ­ Equal Opportunity EmployerProtected VeteransIndividuals with Disabilities Please view Equal Employment Opportunity Posters provided by OFCCP here The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about discussed or disclosed their own pay or the pay of another employee or applicant However employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information unless the disclosure is a in response to a formal complaint or charge b in furtherance of an investigation proceeding hearing or action including an investigation conducted by the employer or c consistent with the contractors legal duty to furnish information 41 CFR 60135c
Sr Research Scientist I Immunology and Inflammation, Foster City CA, Gilead Sciences,$168.000,For Current Gilead Employees and Contractors Please log onto your Internal Career Site to apply for this job Job Description Specific Responsibilities The Immunology  Inflammation department at Gilead Sciences is seeking an experienced and highly motivated scientist to lead ongoing and new efforts in the discovery and development of therapeutic agents in SLE IBD andor RA As a member of a crossfunctional team the successful candidate will lead discovery and translational research teams aimed at identifying and characterizing novel therapeutics for inflammatory diseases Drive discovery and translational research aimed at identifying characterizing and interpreting results for novel therapeutics for inflammatory diseases Define and implement critical path studies needed to support hypothesisbased research Works on complex problems where analysis of situations or data requires evaluation of multiple variables Interfaces with crossfunctional subject matter experts project teams and a variety of external vendors and network of consultants to advance projects Manages Research Scientists and Associates in the initiation and execution of laboratory experiments Strong experimental skills with demonstrated ability to execute welldesigned decisionmaking experiments Makes contributions to scientific literature and conferences through publication and presentation of research results Mentors scientists within inflammation team to effectively engage with project teams and advance portfolio projects Must be able to work independently and effectively on multiple programs in a fastpaced environment Excellent communication and interpersonal skills are required Strong motivation attention to detail and ability to think independently and fully integrate into a high achieving team environment Knowledge and Skills Demonstrated expertise in immunology andor inflammation research Broad understanding of drug discovery and early and late stage development familiarity with regulatory filings a plus Previous project leadership in drug discovery program preferred Experience authoring of technical reports drug discovery documents and regulatory submissions desired Proven scientificleadership expertise working in teams managing people and projects Proven publication record Strong verbal and written communication skills Ability to synthesize complex scientific problems into a strategy and tactics Experience PhD with 7years of directly relevant pharmaceutical industry experience in immunology inflammation or related field Candidate must be detailoriented with excellent record keeping and organizational skills Must be a highly flexible results oriented independent selfstarter who enjoys working in a fastpaced dynamic environment LIKW1 For jobs in the United States As an equal opportunity employer Gilead Sciences Inc is committed to a diverse workforce Employment decisions regarding recruitment and selection will be made without discrimination based on race color religion national origin gender age sexual orientation physical or mental disability genetic information or characteristic gender identity and expression veteran status or other nonjob related characteristics or other prohibited grounds specified in applicable federal state and local laws In order to ensure reasonable accommodation for individuals protected by Section 503 of the Rehabilitation Act of 1973 the Vietnam Era Veterans Readjustment Act of 1974 and Title I of the Americans with Disabilities Act of 1990 applicants who require accommodation in the job application process may contact careersgileadcom for assistance For more information about equal employment opportunity protections please view the ‘EEO is the Law’ poster NOTICE EMPLOYEE POLYGRAPH PROTECTION ACT YOUR RIGHTS UNDER THE FAMILY AND MEDICAL LEAVE ACT PAY TRANSPARENCY NONDISCRIMINATION PROVISION Our environment respects individual differences and recognizes each employee as an integral member of our company Our workforce reflects these values and celebrates the individuals who make up our growing team Gilead provides a work environment free of harassment and prohibited conduct We promote and support individual differences and diversity of thoughts and opinion For jobs in France Conformément à la Loi « Informatique et Libertés » 060178 nous vous informons du fait que les données personnelles renseignées pourront faire lobjet dun traitement informatique par Gilead et pourront être transmises aux Organismes Sociaux Par ailleurs vous disposez dun droit daccès de rectification et de suppression des données vous concernant Vous pouvez exercer ce droit en contactant FranceDataPrivacygileadcom For Current Gilead Employees and Contractors Please log onto your Internal Career Site to apply for this job
Data Scientist, Louisville CO, Global Healthcare Exchange,$115.000,This is a highimpact strategic role that will help drive the development of datadriven solutions serving the healthcare industry The Data Scientist will leverage existing GHX data and externallysourced data to help produce tools and applications that offer new insights in areas such as the following Diagnosis of root causes of healthcare supply chain exceptions and disruptions Prediction of supply chain exceptions and disruptions Recommendation engines for helping avoid or quickly react to supply chain disruptions Identification of contract compliance issues Automated classification of products and other content Automated identification of substitute and complementary products Sales forecasts for new product introductions serving the healthcare industry Sensing of shortterm product demand fluctuations Analysis of the total cost of care related to supply chain decisions including efficacy Support of productrelated decisions affecting total cost of care and clinical outcomes The Data Scientist will need to be adept at producing intelligence that serves multiple stakeholders simultaneously including the traditional GHX customer base of hospitals manufacturers and distributors as well as patients physicians payors government and the investment community In addition the role will help support internal GHX departments in making more datadriven decisions The Data Scientist will have expertise in statistics machine learning and related tools of modern data science practitioners They should have relevant experience in applying such tools to producing practical scalable products This person will establish and maintain strong working relationships with the full product management team the development organization and other stakeholder groups Responsibilities Apply modern advanced data science techniques towards developing datadriven products and solutions for the healthcare supply chain Exploit structured and unstructured data to yield insights Recommend technologies and approaches for extracting and managing existing exchange and application data for effective data science use Recommend technologies and approaches for better ingesting processing cleansing and storing external data for effective data science use Identify external data sets beneficial to yielding additional insights Create simulations of the healthcare supply chain that can be further analyzed to spot trends and patterns Develop diagnostic tools related to understanding the healthcare supply chain Develop predictive models related to anticipating impacts upon the healthcare supply chain Develop prescriptive models that support decision making within the healthcare supply chain Build and train models that can be then deployed at scale Collaborate with the product teams development and a variety of other stakeholders to facilitate creation of solutions that meet market needs Knowledge and Skills Expert in a variety of machine learning techniques and their realworld advantages and drawbacks Expert in a variety of advanced statistical techniques and concepts and their realworld applications Strong knowledge and handson experience with SQL and statistical software packages Knowledge of relational database design and concepts Knowledge of one or more programming languages Superior analytical ability Creativity in solving challenging problems with uncertain solutions Adaptability and flexibility Ability to juggle multiple projects serving a diverse array of stakeholders Excellent verbal and written communication skills Ability to present findings clearly to both technical and nontechnical audiences Required Experience 5 years of experience creating and using advanced machine learning algorithms and statistics regression simulation scenario analysis predictive modeling clustering decision trees neural networks etc Experience using statistical computer languages R Python SLQ etc to manipulate data and draw insights from large data sets Experience with distributed datacomputing tools MapReduce Hadoop Hive Spark etc MS degree in a quantitatively rigorous field Specific training in the practice of data science Preferred Experience Experience using web services Redshift S3 Spark etc Experience in data visualization tools and techniques Coding experience with several languages Healthcarerelated background Experience with supply chain management in or outside of healthcare PhD in a quantitatively rigorous field Key Differentiators Insatiable curiosity with an orientation towards finding creative ways to add value to customers and other stakeholders A drive to learn and master new technologies and techniques A creative thought leader who challenges orthodoxy A sense of humor and a highlycollaborative personality Global Healthcare Exchange LLC and its North American subsidiaries collectively“GHX” provides equal employment opportunities EEO to all employees and applicants for employment without regard to race color national origin sex sexual orientation gender identity religion age genetic information disability veteran status or any other status protected by applicable law All qualified applicants will receive consideration for employment without regard to any status protected by applicable law This EEO policy applies to all terms conditions and privileges of employment including hiring training and development promotion transfer compensation benefits educational assistance termination layoffs social and recreational programs and retirement GHX believes that employees should be provided with a working environment which enables each employee to be productive and to work to the best of his or her ability We do not condone or tolerate an atmosphere of intimidation or harassment based on race color national origin sex sexual orientation gender identity religion age genetic information disability veteran status or any other status protected by applicable law GHX expects and requires the cooperation of all employees in maintaining a discrimination and harassmentfree atmosphere Improper interference with the ability of GHX’s employees to perform their expected job duties is absolutely not tolerated
Senior Scientist or above In Vivo ImmunoPharmacology, Germantown MD, Intrexon,NA,Description DUTIES AND RESPONSIBILITIES Contribute to the design and performance of in vivo experiments Development of new in vivo models Demonstrate a high level of independence in performing in vivo experiments analyzing data and drawing conclusions regarding experimental progress and results of work Good communication regarding experiment execution and analysis with supervisor and colleagues Perform meticulous record keeping and generate scientific reports to support preclinical cancer drug development Possess excellent timemanagement skills and manage experiments in several projects concurrently Manage and supervise workflow of the in vivo group Supervise research associates andor scientists Work with multiple teams to effectively advance research programs efficiently Demonstrated ability to lead others Utilization of appropriate technology ie Outlook PowerPoint and other programs to create and distribute reports and key information Coordination of parallel tasks across multiple projects demonstrating prioritization Interpret and effectively execute upon a variety of instructions provided in written oral diagram or schedule formats SUPERVISORY RESPONSIBILITIES 1  3 Research AssociatesScientists EDUCATION AND EXPERIENCE PhD in Immunology ImmunoPharmacology or related discipline Seven 7 or more years’ postdoctoral experience industry experience a plus working in a dynamic team environment with a solid track record in cancer immunotherapy research andor development Demonstrated experience with in vivo oncology models autoimmune experience a plus Comprehensive knowledge of in vivo techniques DESIRED KEY COMPETENCIES Selfmotivated and independently minded Positive interpersonal skills with the ability to interact with individuals from a variety of levels and function Selforganizer meticulous handson habits keen attention to detail Strong quantitative and analytical skills Responsive cando attitude Ability to understand and execute on the company’s mission and values Maintain a high degree of ethical standard and trustworthiness Capable of fostering change in an organization Deals with conflict in a direct positive manner Ability to think and adapt to a rapidly changing environment and demands Able to reach rational conclusions through complex processing of information Fosters innovation through creative solutions Effective organization and implementation of group projects Maintain a high degree of accuracy and attention to detail Energized by accomplishments and excellence in the workplace Capable of high performance in independent work as well as in team setting EOE MFDV
Data Scientist, New York NY, Fulcrum Analytics,$157.000,About Fulcrum Fulcrum Analytics combines advanced analytical consulting big data platforms and agile enterprise applications to drive real business impact We partner with some of the world’s top companies to unlock multimillion dollar opportunities with data We are looking for data scientists to join our team Qualifications The Data Scientist will work closely with clients and a small Fulcrum team to create predictive applications The ability to work independently and find creative solutions is essential Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions Applicants must have all of the following Advanced degree in a quantitative discipline or equivalent work experience Ability to effectively communicate findings to both technical and nontechnical clients 13 years experience working in a relevant position Experience in insurance or financial industries a plus Extensive experience using R or Python for data analysis Familiarity with SQL and relational databases Understanding of standard statistical methods for inference and prediction RShiny knowledge is a bonus A passion for learning and mastering new technologies Location New York NY Candidates not local to the area must be willing to relocate Start Date Immediate Position Type Fulltime salaried Competitive salary and benefits based on experience How to Apply Apply at fulcrmrecruiterboxcom Please include a brief cover letter outlining your qualifications for this position In your cover letter describe a recent project your role and what value you created on the project No recruiters please
Staff Scientist  Sanford Research Flow Cytometry Core, Sioux Falls SD, Sanford Health,NA,Job Title Staff Scientist  Sanford Research Flow Cytometry Core  Sioux Falls City Sioux Falls State South Dakota Department   CB Cobre Core C Yr7 Job Schedule Full Time Shift Days Hours Per Shift 8 hr JOB SUMMARY Performs independent scientific research including complex laboratory testing experiments and analysis following established protocols Designs and develops research objectives for experimentation Analyzes and evaluates findings Assists in completion of grant applications and other regulatory documents Writes technical summaries and coauthors articles for publication Prepares and makes formal presentations of research results Typically works under broad direction of principal investigator High level of knowledge in scientific research processes procedures and objectives Must possess ability to implement experiments in the subject discipline with the ability to trouble shoot issues Good knowledge of the principles and techniques of the subject discipline required Possesses ability to run complex pieces of equipment requiring advanced specialized training Must possess knowledge of modern research methods data collection and analysis Must have significant experience in analyzing and evaluating data General level of knowledge of project management decisionmaking and analytical skills Strong verbal written and interpersonal communication skills Ability to work collaboratively with a research group or team Required publications and funding upon appointment is minimal POSITION RESPONSIBILITIES Documented handson experience and deep knowledge of basic and advanced Flow Cytomety methods and techniques including proficiency in operating multicolor flow analyzers and sorters is required Prior experience with FlowJo andor CellQuest software packages is essential Sanford Research is a multisite institution and occasional local travel between sites may be required Sanford Research is a multisite institution and occasional local travel between sites may be required QUALIFICATIONS Requires a doctorate degree in a clinical health or life science field plus a minimum of three years postdoctoral experience in related subject field of study Equivalent to Instructor Management experience is highly recommended About Sanford Health At Sanford Health we are dedicated to the work of health and healing Every day we show that commitment by delivering the highest quality of care to the communities we serve We are leaders in health care and strive to provide patients across the region with convenient access to expert medical care leadingedge technologies and worldclass facilities In addition to strong clinical care we are also committed to research education and community growth We engage in medical research to not only discover innovative ways to provide care but also cures for common diseases We continuously seek new ways to achieve our vision of improving the human condition here in your community across the region and around the world The entire team at Sanford Health recognizes the value of healthy families and communities We continue to gain momentum and expand our reach Together we can make a positive difference now and in the future Sanford is an EEOAA Employer MFDisabilityVet If you are an individual with a disability and would like to request an accommodation for help with your online application please call 18776730854 or send an email to talentsanfordhealthorg  In compliance with federal law requiring employers to verify new employees US employment eligibility Sanford participates in EVerify To learn more click here for English Version at httpseverifyuscisgovempmediaresourcesContentsEverifyPosterEnglishpdf or here for Spanish Version at httpseverifyuscisgovempmediaresourcesContentsEverifyPosterSpanishpdf  City Sioux Falls State South Dakota Job Function Research Job Schedule Full Time Shift Days Req Number req20785
Associate Scientist I, Foster City CA, Gilead Sciences,$97.000,For Current Gilead Employees and Contractors Please log onto your Internal Career Site to apply for this job Job Description Specific responsibilities and skills The Inflammation department at Gilead Sciences is seeking an experienced and highly motivated scientist to support therapeutic programs for inflammatory diseases The successful candidate will contribute to discovery and preclinical development efforts of novel candidate drugs including the design and execution of proof of concept and validation assays The candidate will also drive studies assessing the mechanism of action of preclinical and clinical compounds The candidate must be driven interactive and display scientific curiosity and rigor Excellent organizational skills with regard to management of time data reagents and equipment are essential The candidate will work in a highly collaborative and dynamic environment participate in regular group and team meetings and present results interpret data and formulate conclusions Experience with evaluating cell signaling Western blot immunoprecipitation cell culture cell lines and human primary cell culture transfection developing and performing cellbased assays immunoassays ELISA MSD Luminex molecular biology DNARNA isolation RTqPCR cloning and biochemical assays to support discovery andor validation of novel targets Experience in analyzing tissue and serumplasma samples from preclinical animal models Good working knowledge of molecular biology cell biology biochemistry and immunology Strong analytical and computer skills including proficiency with basic data analysis programs Excel Graphpad Prism etc Ability to troubleshoot and optimize assays as needed identifying and applying novel techniques or protocols Experience with immunological assays cell isolation and functional ex vivo cellular assays and with flow cytometry and cell sorting including design and execution of multicolor panels and antibody validation is highly desirable Prior knowledge and research experience with drug discovery target identification and validation in inflammatory disease is preferred Essential Functions Independently designs and executes complex experiments using appropriately selected methods and techniques to support routine and nonroutine research activities and project goals Uses excellent verbal and written skills to communicate clearly with colleagues and broader audiences Ability to work productively in crossfunctional teams demonstrating strong interpersonal skills Must think critically and creatively use problemsolving skills and have strong organizational and planning skills Teamoriented enthusiastic and flexible able to manage more than one project at any given time Stays current with scientific literature and applies knowledge appropriately to research projects Knowledge Experience and Skills  BS degree with 9 years of molecular biology cell biology biochemistry and immunology or related experience in industry or academia MS degree w8 years of industry experience LIKW1 For jobs in the United States As an equal opportunity employer Gilead Sciences Inc is committed to a diverse workforce Employment decisions regarding recruitment and selection will be made without discrimination based on race color religion national origin gender age sexual orientation physical or mental disability genetic information or characteristic gender identity and expression veteran status or other nonjob related characteristics or other prohibited grounds specified in applicable federal state and local laws In order to ensure reasonable accommodation for individuals protected by Section 503 of the Rehabilitation Act of 1973 the Vietnam Era Veterans Readjustment Act of 1974 and Title I of the Americans with Disabilities Act of 1990 applicants who require accommodation in the job application process may contact careersgileadcom for assistance For more information about equal employment opportunity protections please view the ‘EEO is the Law’ poster NOTICE EMPLOYEE POLYGRAPH PROTECTION ACT YOUR RIGHTS UNDER THE FAMILY AND MEDICAL LEAVE ACT PAY TRANSPARENCY NONDISCRIMINATION PROVISION Our environment respects individual differences and recognizes each employee as an integral member of our company Our workforce reflects these values and celebrates the individuals who make up our growing team Gilead provides a work environment free of harassment and prohibited conduct We promote and support individual differences and diversity of thoughts and opinion For jobs in France Conformément à la Loi « Informatique et Libertés » 060178 nous vous informons du fait que les données personnelles renseignées pourront faire lobjet dun traitement informatique par Gilead et pourront être transmises aux Organismes Sociaux Par ailleurs vous disposez dun droit daccès de rectification et de suppression des données vous concernant Vous pouvez exercer ce droit en contactant FranceDataPrivacygileadcom For Current Gilead Employees and Contractors Please log onto your Internal Career Site to apply for this job
Data Scientist, Detroit MI, Hello Innovation,$78.000,OVERVIEW Join the Revolution Work with a company thats changing the world Hello Innovation owns and operates a strong set of businesses powered by innovation and change We are disruptive by design We love solving the worlds toughest business challenges Its in our DNA to change the world and improve lives through our portfolio of companies Theres no shame in being ambitious at Hello Innovation career growth is a priority for us we help one another climb we dont climb over one another A teamdriven environment and high levels of integrity serve as incubators for brilliant minds Intrigued Perfect Were hiring like crazy and are looking for driven forwardthinking problem solvers to join our team JOB SUMMARY Does swimming through a lake of data and riding a tsunami sized wave of information sound like a fun afternoon to you Do you have the burning desire to turn unstructured data into information and knowledge Does semantic analysis keep you up at night If so youve come to the right place Were looking for a passionate hyperfocused data scientist who can do whatever it takes to sort through a tsunami of data text and content to calm the waters of our ocean of data and information A quick background on us While we may have just gotten started 15 years ago our products have grown quickly to touch 35 million people a month and were still growing faster than ever But in the middle of that quick growth our data and content became scattered Long story short were looking for a data scientist to spot patterns and mine for the gold in our data and structure the chaos once and for all This position requires someone experienced in data andor text analysis who is comfortable with large sets of content and can quickly break down our unstructured data into easy to understand reports and information This role requires someone who is used to working in a fastpaced and dynamic environment and has an entrepreneurial spirit of building things With this role you have the opportunity to be at the center of our revolution and to help shape our future as you help make sense of the chaos However this position isnt for everyone We give people the opportunity to do more but well also challenge you more than ever If youre not obsessed with understanding big picture organizational schemes turning data into knowledge to fuel growth and creating clear and easy to understand reports this may not be the role for you EXPERIENCE GUIDELINES You must have expertlevel knowledge in enterprise data mining data science text analysis and organizing You should possess a deep understanding of the statistical and machine learning methods as well as semantic web technologies ie RDF OWL and related methods Ability to simultaneously be working in multiple systems formats and content structures You must have experience in bringing structure and clarity to data allowing our team to create amazing sht faster by leveraging the content weve already created You must have a solid understanding of organizational structure and experience in semantic analysis Experience in relevant semantic analysis data andor text mining tools is also a necessity You must be a great communicator and clarity focused Someone who can see it get it and communicate it well You must be able to provide an online portfolio email templates or other work samples demonstrating relevant experience BENEFITS  PERKS Great Benefits Our full coverage benefits package is available to all employees and includes health dental and 401k Generous Paid Time Off 15 paid days off to start PLUS additional breaks including 9 paid holidays a Parental Leave Program and more Lunch and Snacks Our kitchen is loaded with snacks pop wine  beer and if you need a caffeine boost weve got you covered with our coffee bar Conferences Knowledge is power which is why we encourage all employees to check out the latest industry happenings Well cover the cost Plus much more Flexible working hours monthly tech talks and weekly fitness classes to name a few OFFICE LOCATION Detroit Michigan  in the heart of Greektown
Data Scientist, Columbus OH, Chase,$95.000,The Performance Consulting organization is responsible for leading critical strategic efforts throughout the business with the ultimate goal of improving both operating and financial performance The Operations Research and Data Science ORDS organization which is part of Performance Consulting leads and executes transformational data science and machine learning projects in Operations across Consumer and Community Banking The ORDS organization is a highly collaborative and innovative data science team bringing together individuals with diverse backgrounds and experiences to solve complex business problems We are deeply committed to fostering an organization devoted to Continuous Learning and are passionate about building solutions which deliver business value If you passionate about working on challenging machine learning data science or modeling problems this is an ideal opportunity Data Scientists are responsible for developing advanced analytics using a variety of statistical modeling and machine learning methods algorithms and techniques eg predictive modeling forecasting statistical analysis optimization and simulation modeling This position provides an exceptional opportunity to make a difference at a premier financial institution In this role you will have an excellent career path and numerous opportunities for both personal and professional development in an intellectually stimulating environment Responsibilities Leverage a wide range of data analysis machine learning and statistical modeling algorithms and methods to solve business problems Evaluate the current operational environment and identify opportunities to leverage advanced analytics Apply critical thinking skills and perform advanced analytics with the goal of solving complex and multifaceted business problems Generate deep insights through the analysis of data and understanding of operational processes and turn them into actionable recommendations Perform advanced quantitative and statistical analysis of large datasets to identify trends patterns and correlations that can be used to improve business performance Become a subject matter expert and trusted advisor in the analytics discipline Demonstrate excellent organization skills throughout the development of analytical solutions data analysis documentation hypothesis documentation code management etc Build and deploy prototype solutions to demonstrate ideas and prove concepts Effectively communicate with project team members and sponsors throughout the project lifecycle status updates gapsrisks roadblocks testing outcomes etc Develop presentations to summarize and communicate key messages to senior management sponsors and colleagues Work independently and collaboratively as needed within the team to achieve the desired outcomes of an analytical project Actively contribute to the continuous learning mindset of the organization by bringing in new ideas and perspectives that stretch the thinking of the group Education MS or PhD in Statistics Engineering Computer Science Mathematics Economics or related quantitative field Background in Machine Learning with a strong foundation in statistical analysis and modeling preferred Experience and Technical Skills 3 years experience developing predictive models forecasting models andor machine learning algorithms in a largescale corporate environment Handson experience with a wide variety of predictive modeling machine learning data mining time series forecasting and optimization algorithms 3 years experience working with a variety of database environments SAS Oracle Teradata etc Must have demonstrated ability to code complex programs in Python SAS and SQL Must have demonstrated experience in large scale data environments and ability to work efficiently with very large datasets Proven ability to strategically manage complex highlyvisible analytical projects from concept through implementation Experience leveraging job automation applications and environments eg CRON ControlM Demonstrated ability to effectively manage all facets of the analytical project lifecycle data exploration hypothesis testing code development testingvalidation model deployment etc Superior Analytical Skills Outstanding critical thinking and problem solving skills Has an engineering mindset Selfstarter mentality with the ability to delegatecollaborate with others Ability to translate ambiguous business problems into a conceptual analytical and technical architecture Passion for continuous learning and professional development Deep curiosity creativity and imagination Strong business acumen Ability to influence and become a trusted advisor Ability to partner closely with team members and business sponsors to clearly define the requirements of proposed solutions Ability to translate technical details observations and results into business language Proven effective communication and presentation skills Ability to effectively navigate an occasionally ambiguous semistructured work environment Ability to thrive in both independent and collaborative work environments
Product Analytics Manager, San Bruno CA, Walmart eCommerce,$106.000,Position Description Demonstrates uptodate expertise in Product Management and applies this to the development execution and improvement of action plans Develops and champions a product vision strategy and roadmap for a specific product within a product area in support of corporate goals and objectives Drives the product discovery process Models compliance with company policies and procedures and supports company mission values and standards of ethics and integrity Provides and supports the implementation of business solutions Supports product implementation and deployment Minimum Qualifications Bachelors degree in Computer Science Business Administration Information Systems or related field and 5 years experience in product management business consulting or related field 5 years of experience doing quantitative analysis for a technology company Fluency in SQL as well as an understanding of statistical analysis and common pitfalls of data analysis Data visualization skills in Tableau or similar tool A selfstarter Can drive projects with minimal guidance Strong communicator You effectively synthesize visualize and communicate your ideas to others Additional Preferred Qualifications Company Summary Walmart Global eCommerce is comprised of Walmartcom VUDU SamsClubcom and our technical powerhouse WalmartLabs Here innovators incubate next gen ecommerce solutions in realtime We integrate online physical and mobile shopping experiences for billions of customers around the globe How do we do it We continuously build and invest in new technology including open source tools and big data innovations Data scientists front and backend engineers product managers and web and UXUI teams collaborate alongside ecommerce experts to envision prototype and bring revolutionary ideas to life in a dynamic flexible and fun work culture Position Summary Product analytics allows companies to fully understand how users engage with their product by analyzing users digital footprints stepbystep to see what leads them to engage return or churn And enable product owners designers and developers use this data to guide their decisions
Data Scientist, San Antonio TX, ICF,$84.000,The Air Force Education and Training Command is creating a new Chief Data Officer function to help manage the learning experience for over 70000 learners educators and administrators Be a part of a technical support team who would build and manage a new learning services ecosystem that will help bring the command’s learning environment into the digital age This would include engaging with educators and vendors to learn about needs and existing solutions creating a new technical backbone for the command and helping develop a modern data strategy that ties it all together Working on this project is an opportunity to get in on the ground floor of an exciting new program and function that will only grow into other parts of the Air Force the future It will also give team members a broad set of skills experience and understanding of learning solution providers and their technical architecture Roles and Responsibilities Consistently perform analysis and translate business needs to create highquality Business Requirements and Functional Specifications documentation within specified time frames to solve most complex problems multiple interfaces with other systems across multiple business units considering all impacted components from an endtoend perspective Ensures endtoend traceability of requirements is complete Apply specific functional andor business expertise to perform assigned tasks and develop specific project deliverables Conduct impact analysis of technology changes on business processes and existing technology Competent to work at the highest technical capacity on most phases of the business systems analysis Contribute to the review of Test Planning and Test Execution strategies Create the appropriate UserInterface Models to support projects Develop business workflow diagrams Assist in the development of data models and interface design specifications Documents tracks and resolves issues related to data quality Contribute to the design and mapping of data conversion strategies Participate in collaborative system and data design sessions with the user community technical architecture resources and development resources Complete project activities on time and within budget and proactively identifies and communicates issues that may jeopardize milestones or project budget to the Project Manager Versed in strategic policy guidance and is familiar with the higher headquarter offices who develop government policy that effects the configuration of the Learning Services Ecosystem MinimumGeneral Experience 5 years of industry experience Minimum Education Bachelor’s Degree in associated discipline area ICF offers an excellent benefits package an award winning talent development program and fosters a highly skilled energized and empowered workforce ICF is an equal opportunity employer that values diversity at all levels EOE – MinoritiesFemales Protected Veterans StatusDisability StatusSexual OrientationGender Identity For a listing of other career opportunities at ICF please visit our Career Center at wwwicfcomcareers Pay Transparency Statement  For more information please click here httpswwwdolgovofccppdfpaytranspformattedESQA508cpdf
